bateria_pruebas\run_200p_10c_iter02.dat;1200;50;Limite_60s;aborted/maxTimeLimit;17269,5;0,128923;60,04
bateria_pruebas\run_200p_10c_iter02.dat;1200;50;Limite_300s;aborted/maxTimeLimit;17000,0;0,058754;300,04
bateria_pruebas\run_200p_10c_iter03.dat;1200;50;Limite_20s;ok/optimal;20201,0;0,0;2,82
bateria_pruebas\run_200p_10c_iter03.dat;1200;50;Limite_60s;ok/optimal;20201,0;0,0;2,82
bateria_pruebas\run_200p_10c_iter03.dat;1200;50;Limite_300s;ok/optimal;20201,0;0,0;2,82
bateria_pruebas\run_200p_10c_iter04.dat;1200;50;Limite_20s;aborted/maxTimeLimit;19493,5;0,12099;20,0
bateria_pruebas\run_200p_10c_iter04.dat;1200;50;Limite_60s;ok/optimal;19493,5;0,0;23,81
bateria_pruebas\run_200p_10c_iter04.dat;1200;50;Limite_300s;ok/optimal;19493,5;0,0;23,8
bateria_pruebas\run_200p_10c_iter05.dat;1200;50;Limite_20s;ok/optimal;18810,5;0,0;2,64
bateria_pruebas\run_200p_10c_iter05.dat;1200;50;Limite_60s;ok/optimal;18810,5;0,0;2,63
bateria_pruebas\run_200p_10c_iter05.dat;1200;50;Limite_300s;ok/optimal;18810,5;0,0;2,63
bateria_pruebas\run_200p_10c_iter06.dat;1200;50;Limite_20s;aborted/maxTimeLimit;16905,0;0,137764;19,97
bateria_pruebas\run_200p_10c_iter06.dat;1200;50;Limite_60s;aborted/maxTimeLimit;16872,0;0,014164;60,01
bateria_pruebas\run_200p_10c_iter06.dat;1200;50;Limite_300s;aborted/maxTimeLimit;16853,5;0,013082;300,04
bateria_pruebas\run_200p_10c_iter07.dat;1200;50;Limite_20s;aborted/maxTimeLimit;20521,0;0,167732;20,07
bateria_pruebas\run_200p_10c_iter07.dat;1200;50;Limite_60s;aborted/maxTimeLimit;18214,5;0,033461;60,14
bateria_pruebas\run_200p_10c_iter07.dat;1200;50;Limite_300s;aborted/maxTimeLimit;18168,0;0,010415;300,17
bateria_pruebas\run_200p_10c_iter08.dat;1200;50;Limite_20s;aborted/maxTimeLimit;19369,00217462216;0,147076;19,98
bateria_pruebas\run_200p_10c_iter08.dat;1200;50;Limite_60s;aborted/maxTimeLimit;17514,5;0,011656;60,0
bateria_pruebas\run_200p_10c_iter08.dat;1200;50;Limite_300s;ok/optimal;17478,50217462216;0,0;143,18
bateria_pruebas\run_200p_10c_iter09.dat;1200;50;Limite_20s;aborted/maxTimeLimit;16916,5;0,038194;20,01
bateria_pruebas\run_200p_10c_iter09.dat;1200;50;Limite_60s;ok/optimal;16912,0;0,0;28,38
bateria_pruebas\run_200p_10c_iter09.dat;1200;50;Limite_300s;ok/optimal;16912,0;0,0;28,39
bateria_pruebas\run_200p_10c_iter10.dat;1200;50;Limite_20s;ok/optimal;19570,0;0,0;4,46
bateria_pruebas\run_200p_10c_iter10.dat;1200;50;Limite_60s;ok/optimal;19570,0;0,0;4,46
bateria_pruebas\run_200p_10c_iter10.dat;1200;50;Limite_300s;ok/optimal;19570,0;0,0;4,45
bateria_pruebas\run_200p_10c_iter11.dat;1200;50;Limite_20s;aborted/maxTimeLimit;17416,5;0,026796;20,01
bateria_pruebas\run_200p_10c_iter11.dat;1200;50;Limite_60s;ok/optimal;17416,5;0,0;29,89
bateria_pruebas\run_200p_10c_iter11.dat;1200;50;Limite_300s;ok/optimal;17416,5;0,0;29,92
bateria_pruebas\run_200p_10c_iter12.dat;1200;50;Limite_20s;ok/optimal;19437,5;0,0;3,33
bateria_pruebas\run_200p_10c_iter12.dat;1200;50;Limite_60s;ok/optimal;19437,5;0,0;3,34
bateria_pruebas\run_200p_10c_iter12.dat;1200;50;Limite_300s;ok/optimal;19437,5;0,0;3,33
bateria_pruebas\run_200p_10c_iter13.dat;1200;50;Limite_20s;ok/optimal;21053,0;0,0;7,93
bateria_pruebas\run_200p_10c_iter13.dat;1200;50;Limite_60s;ok/optimal;21053,0;0,0;7,91
bateria_pruebas\run_200p_10c_iter13.dat;1200;50;Limite_300s;ok/optimal;21053,0;0,0;7,92
bateria_pruebas\run_200p_10c_iter14.dat;1200;50;Limite_20s;ok/optimal;18631,5;0,0;2,82
bateria_pruebas\run_200p_10c_iter14.dat;1200;50;Limite_60s;ok/optimal;18631,5;0,0;2,82
bateria_pruebas\run_200p_10c_iter14.dat;1200;50;Limite_300s;ok/optimal;18631,5;0,0;2,81
bateria_pruebas\run_200p_10c_iter15.dat;1200;50;Limite_20s;aborted/maxTimeLimit;17813,5;0,124015;20,03
bateria_pruebas\run_200p_10c_iter15.dat;1200;50;Limite_60s;aborted/maxTimeLimit;17812,5;0,063172;60,08
bateria_pruebas\run_200p_10c_iter15.dat;1200;50;Limite_300s;aborted/maxTimeLimit;17786,5;0,056502;300,06
bateria_pruebas\run_200p_10c_iter16.dat;1200;50;Limite_20s;aborted/maxTimeLimit;16809,0;0,174099;20,14
bateria_pruebas\run_200p_10c_iter16.dat;1200;50;Limite_60s;aborted/maxTimeLimit;16787,0;0,068038;60,02
bateria_pruebas\run_200p_10c_iter16.dat;1200;50;Limite_300s;aborted/maxTimeLimit;16758,5;0,029356;300,05
bateria_pruebas\run_200p_10c_iter17.dat;1200;50;Limite_20s;aborted/maxTimeLimit;19304,0;0,11249;20,05
bateria_pruebas\run_200p_10c_iter17.dat;1200;50;Limite_60s;ok/optimal;18897,0;0,0;42,25
bateria_pruebas\run_200p_10c_iter17.dat;1200;50;Limite_300s;ok/optimal;18897,0;0,0;42,27
bateria_pruebas\run_200p_10c_iter18.dat;1200;50;Limite_20s;aborted/maxTimeLimit;16000,0;0,251546;20,17
bateria_pruebas\run_200p_10c_iter18.dat;1200;50;Limite_60s;aborted/maxTimeLimit;15996,0;0,017264;60,07
bateria_pruebas\run_200p_10c_iter18.dat;1200;50;Limite_300s;aborted/maxTimeLimit;15996,0;0,017264;300,11
bateria_pruebas\run_200p_10c_iter19.dat;1200;50;Limite_20s;ok/optimal;18985,0;0,0;2,9
bateria_pruebas\run_200p_10c_iter19.dat;1200;50;Limite_60s;ok/optimal;18985,0;0,0;2,89
bateria_pruebas\run_200p_10c_iter19.dat;1200;50;Limite_300s;ok/optimal;18985,0;0,0;2,9
bateria_pruebas\run_200p_10c_iter20.dat;1200;50;Limite_20s;aborted/maxTimeLimit;17374,5;0,113268;19,99
bateria_pruebas\run_200p_10c_iter20.dat;1200;50;Limite_60s;ok/optimal;17374,5;0,0;35,41
bateria_pruebas\run_200p_10c_iter20.dat;1200;50;Limite_300s;ok/optimal;17374,5;0,0;35,27
bateria_pruebas\run_200p_10c_iter21.dat;1200;50;Limite_20s;ok/optimal;14914,5;0,0;5,28
bateria_pruebas\run_200p_10c_iter21.dat;1200;50;Limite_60s;ok/optimal;14914,5;0,0;5,25
bateria_pruebas\run_200p_10c_iter21.dat;1200;50;Limite_300s;ok/optimal;14914,5;0,0;5,31
bateria_pruebas\run_200p_10c_iter22.dat;1200;50;Limite_20s;ok/optimal;20901,5;0,0;2,84
bateria_pruebas\run_200p_10c_iter22.dat;1200;50;Limite_60s;ok/optimal;20901,5;0,0;2,84
