Archivo;Pedidos;Camiones;Config;Estado;Objetivo;Gap;Tiempo
bateria_pruebas\run_40p_05c_iter14.dat;600;50;Limite_20s;aborted/maxTimeLimit;50,502174622159146;0,277216;20,01
bateria_pruebas\run_40p_05c_iter14.dat;600;50;Limite_60s;aborted/maxTimeLimit;50,502174622159146;0,277216;60,04
bateria_pruebas\run_40p_05c_iter14.dat;600;50;Limite_300s;ok/optimal;36,502174622159146;0,0;107,9
bateria_pruebas\run_40p_05c_iter15.dat;600;50;Limite_20s;ok/optimal;160,50217462215915;0,0;0,36
bateria_pruebas\run_40p_05c_iter15.dat;600;50;Limite_60s;ok/optimal;160,50217462215915;0,0;0,36
bateria_pruebas\run_40p_05c_iter15.dat;600;50;Limite_300s;ok/optimal;160,50217462215915;0,0;0,36
bateria_pruebas\run_40p_05c_iter16.dat;600;50;Limite_20s;ok/optimal;1162,5021746221591;0,0;0,77
bateria_pruebas\run_40p_05c_iter16.dat;600;50;Limite_60s;ok/optimal;1162,5021746221591;0,0;0,76
bateria_pruebas\run_40p_05c_iter16.dat;600;50;Limite_300s;ok/optimal;1162,5021746221591;0,0;0,76
bateria_pruebas\run_40p_05c_iter17.dat;600;50;Limite_20s;ok/optimal;4019,0;0,0;0,39
bateria_pruebas\run_40p_05c_iter17.dat;600;50;Limite_60s;ok/optimal;4019,0;0,0;0,38
bateria_pruebas\run_40p_05c_iter17.dat;600;50;Limite_300s;ok/optimal;4019,0;0,0;0,38
bateria_pruebas\run_40p_05c_iter18.dat;600;50;Limite_20s;ok/optimal;2379,0;0,0;0,33
bateria_pruebas\run_40p_05c_iter18.dat;600;50;Limite_60s;ok/optimal;2379,0;0,0;0,34
bateria_pruebas\run_40p_05c_iter18.dat;600;50;Limite_300s;ok/optimal;2379,0;0,0;0,35
bateria_pruebas\run_40p_05c_iter19.dat;600;50;Limite_20s;ok/optimal;2983,502174622159;0,0;0,26
bateria_pruebas\run_40p_05c_iter19.dat;600;50;Limite_60s;ok/optimal;2983,502174622159;0,0;0,26
bateria_pruebas\run_40p_05c_iter19.dat;600;50;Limite_300s;ok/optimal;2983,502174622159;0,0;0,26
bateria_pruebas\run_40p_05c_iter20.dat;600;50;Limite_20s;ok/optimal;-138,0;0,0;1,92
bateria_pruebas\run_40p_05c_iter20.dat;600;50;Limite_60s;ok/optimal;-138,0;0,0;1,9
bateria_pruebas\run_40p_05c_iter20.dat;600;50;Limite_300s;ok/optimal;-138,0;0,0;1,93
bateria_pruebas\run_40p_05c_iter21.dat;600;50;Limite_20s;ok/optimal;2136,504349244319;0,0;0,5
bateria_pruebas\run_40p_05c_iter21.dat;600;50;Limite_60s;ok/optimal;2136,504349244319;0,0;0,48
bateria_pruebas\run_40p_05c_iter21.dat;600;50;Limite_300s;ok/optimal;2136,504349244319;0,0;0,5
bateria_pruebas\run_40p_05c_iter22.dat;600;50;Limite_20s;ok/optimal;107,01087311079664;0,0;0,3
