Archivo;Pedidos;Camiones;Config;Estado;Objetivo;Gap;Tiempo
bateria_pruebas\run_200p_pesado_iter15.dat;1200;75;Limite_20s;aborted/maxTimeLimit;28102,0;0,142789;20,17
bateria_pruebas\run_200p_pesado_iter15.dat;1200;75;Limite_60s;aborted/maxTimeLimit;27773,5;0,13265;60,11
bateria_pruebas\run_200p_pesado_iter15.dat;1200;75;Limite_300s;aborted/maxTimeLimit;27458,00217462216;0,02695;300,22
bateria_pruebas\run_200p_pesado_iter16.dat;1200;75;Limite_20s;aborted/maxTimeLimit;26135,5;0,134974;20,14
bateria_pruebas\run_200p_pesado_iter16.dat;1200;75;Limite_60s;aborted/maxTimeLimit;25413,0;0,094665;60,13
bateria_pruebas\run_200p_pesado_iter16.dat;1200;75;Limite_300s;ok/optimal;25392,5;0,0;78,41
bateria_pruebas\run_200p_pesado_iter17.dat;1200;75;Limite_20s;aborted/maxTimeLimit;28029,5;0,137109;20,18
bateria_pruebas\run_200p_pesado_iter17.dat;1200;75;Limite_60s;aborted/maxTimeLimit;28029,5;0,137109;60,12
bateria_pruebas\run_200p_pesado_iter17.dat;1200;75;Limite_300s;ok/optimal;27690,0;0,0;191,59
bateria_pruebas\run_200p_pesado_iter18.dat;1200;75;Limite_20s;aborted/maxTimeLimit;25752,0;0,164731;20,1
bateria_pruebas\run_200p_pesado_iter18.dat;1200;75;Limite_60s;aborted/maxTimeLimit;25382,5;0,152572;60,12
bateria_pruebas\run_200p_pesado_iter18.dat;1200;75;Limite_300s;ok/optimal;24371,0;0,0;214,85
bateria_pruebas\run_200p_pesado_iter19.dat;1200;75;Limite_20s;aborted/maxTimeLimit;27320,0;0,115103;20,12
bateria_pruebas\run_200p_pesado_iter19.dat;1200;75;Limite_60s;aborted/maxTimeLimit;27034,5;0,074199;60,13
bateria_pruebas\run_200p_pesado_iter19.dat;1200;75;Limite_300s;aborted/maxTimeLimit;26655,5;0,013162;300,22
bateria_pruebas\run_200p_pesado_iter20.dat;1200;75;Limite_20s;aborted/maxTimeLimit;27982,0;0,159946;20,12
bateria_pruebas\run_200p_pesado_iter20.dat;1200;75;Limite_60s;aborted/maxTimeLimit;27927,0;0,158291;60,21
bateria_pruebas\run_200p_pesado_iter20.dat;1200;75;Limite_300s;aborted/maxTimeLimit;27421,5;0,11878;300,17
bateria_pruebas\run_200p_pesado_iter21.dat;1200;75;Limite_20s;aborted/maxTimeLimit;27577,0;0,259241;20,12
bateria_pruebas\run_200p_pesado_iter21.dat;1200;75;Limite_60s;aborted/maxTimeLimit;26901,5;0,240641;60,3
bateria_pruebas\run_200p_pesado_iter21.dat;1200;75;Limite_300s;aborted/maxTimeLimit;26901,5;0,223981;300,15
bateria_pruebas\run_200p_pesado_iter22.dat;1200;75;Limite_20s;aborted/maxTimeLimit;28814,0;0,21285;20,13
bateria_pruebas\run_200p_pesado_iter22.dat;1200;75;Limite_60s;aborted/maxTimeLimit;28449,0;0,202751;60,24
bateria_pruebas\run_200p_pesado_iter22.dat;1200;75;Limite_300s;aborted/maxTimeLimit;28449,0;0,041282;300,24
bateria_pruebas\run_200p_pesado_iter23.dat;1200;75;Limite_20s;aborted/maxTimeLimit;29620,0;0,206685;20,11
bateria_pruebas\run_200p_pesado_iter23.dat;1200;75;Limite_60s;aborted/maxTimeLimit;27367,5;0,068451;60,25
bateria_pruebas\run_200p_pesado_iter23.dat;1200;75;Limite_300s;ok/optimal;27255,0;0,0;125,85
bateria_pruebas\run_200p_pesado_iter24.dat;1200;75;Limite_20s;aborted/maxTimeLimit;25974,00434924432;0,219321;20,11
bateria_pruebas\run_200p_pesado_iter24.dat;1200;75;Limite_60s;aborted/maxTimeLimit;25675,00217462216;0,210229;60,15
bateria_pruebas\run_200p_pesado_iter24.dat;1200;75;Limite_300s;aborted/maxTimeLimit;24955,5;0,095695;300,21
bateria_pruebas\run_200p_pesado_iter25.dat;1200;75;Limite_20s;aborted/maxTimeLimit;26158,00217462216;0,091656;20,12
bateria_pruebas\run_200p_pesado_iter25.dat;1200;75;Limite_60s;aborted/maxTimeLimit;25821,00217462216;0,051007;60,14
bateria_pruebas\run_200p_pesado_iter25.dat;1200;75;Limite_300s;aborted/maxTimeLimit;25633,5;0,015067;300,31
bateria_pruebas\run_200p_pesado_iter26.dat;1200;75;Limite_20s;aborted/maxTimeLimit;22365,0;0,229689;20,14
bateria_pruebas\run_200p_pesado_iter26.dat;1200;75;Limite_60s;aborted/maxTimeLimit;20730,0;0,168933;60,12
bateria_pruebas\run_200p_pesado_iter26.dat;1200;75;Limite_300s;aborted/maxTimeLimit;20729,0;0,013732;300,23
bateria_pruebas\run_200p_pesado_iter27.dat;1200;75;Limite_20s;aborted/maxTimeLimit;24889,50217462216;0,123081;20,12
bateria_pruebas\run_200p_pesado_iter27.dat;1200;75;Limite_60s;aborted/maxTimeLimit;24889,50217462216;0,123081;60,19
bateria_pruebas\run_200p_pesado_iter27.dat;1200;75;Limite_300s;aborted/maxTimeLimit;24889,50217462216;0,11982;300,22
bateria_pruebas\run_200p_pesado_iter28.dat;1200;75;Limite_20s;aborted/maxTimeLimit;23162,5;0,125272;20,1
bateria_pruebas\run_200p_pesado_iter28.dat;1200;75;Limite_60s;aborted/maxTimeLimit;23121,5;0,123721;60,2
bateria_pruebas\run_200p_pesado_iter28.dat;1200;75;Limite_300s;aborted/maxTimeLimit;22073,0;0,014721;300,2
bateria_pruebas\run_200p_pesado_iter29.dat;1200;75;Limite_20s;aborted/maxTimeLimit;26720,0;0,157386;20,12
bateria_pruebas\run_200p_pesado_iter29.dat;1200;75;Limite_60s;aborted/maxTimeLimit;26076,5;0,136593;60,17
bateria_pruebas\run_200p_pesado_iter29.dat;1200;75;Limite_300s;aborted/maxTimeLimit;25609,0;0,018295;300,28
bateria_pruebas\run_200p_pesado_iter30.dat;1200;75;Limite_20s;aborted/maxTimeLimit;30786,5;0,130889;20,11
bateria_pruebas\run_200p_pesado_iter30.dat;1200;75;Limite_60s;aborted/maxTimeLimit;30786,5;0,109074;60,1
bateria_pruebas\run_200p_pesado_iter30.dat;1200;75;Limite_300s;aborted/maxTimeLimit;30223,00217462216;0,091661;300,18
